🌄,0x1f304,0.286,0.125,0.625,0.25,0.125,SUNRISE OVER MOUNTAINS,Miscellaneous Symbols and Pictographs
🗾,0x1f5fe,0.739,0.125,0.5,0.375,0.25,SILHOUETTE OF JAPAN,Miscellaneous Symbols and Pictographs
🔶,0x1f536,0.786,0.125,0.5,0.375,0.25,LARGE ORANGE DIAMOND,Miscellaneous Symbols and Pictographs
🏤,0x1f3e4,0.273,0.125,0.5,0.375,0.25,EUROPEAN POST OFFICE,Miscellaneous Symbols and Pictographs
🎩,0x1f3a9,0.586,0.125,0.5,0.375,0.25,TOP HAT,Miscellaneous Symbols and Pictographs
Ⓜ,0x24c2,0.765,0.25,0.25,0.5,0.25,CIRCLED LATIN CAPITAL LETTER M,Enclosed Alphanumerics
🔧,0x1f527,0.677,0.625,0.125,0.25,-0.375,WRENCH,Miscellaneous Symbols and Pictographs
🐅,0x1f405,0.819,0.125,0.625,0.25,0.125,TIGER,Miscellaneous Symbols and Pictographs
♮,0x266e,0.937,0.125,0.625,0.25,0.125,MUSIC NATURAL SIGN,Miscellaneous Symbols
🅾,0x1f17e,0.977,0.375,0.375,0.25,-0.125,NEGATIVE SQUARED LATIN CAPITAL LETTER O,Enclosed Alphanumeric Supplement
🔄,0x1f504,0.971,0.125,0.75,0.125,0,ANTICLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS,Miscellaneous Symbols and Pictographs
☄,0x2604,0.435,0.125,0.75,0.125,0,COMET,Miscellaneous Symbols
☨,0x2628,0.458,0.125,0.75,0.125,0,CROSS OF LORRAINE,Miscellaneous Symbols
